week_number,work_location,shift_time,department_group,actual_attendance,greykite_forecast,greykite_forecast_lower_95,greykite_forecast_upper_95,four_week_rolling_avg,six_week_rolling_avg,exponential_smoothing_alpha_2,exponential_smoothing_alpha_4,exponential_smoothing_alpha_6,exponential_smoothing_alpha_8,exponential_smoothing_alpha_1
2025-W34,TX Irving,PM,Warehouse,104.17,100.85802435680495,86.55457595185025,115.16147276175964,92.0,86.449399657,89.360683928,92.288743856,96.161602131,99.581987217,102.976190476
2025-W35,TX Irving,PM,Warehouse,110.53,104.4178169075017,89.9921698083838,118.8434640066196,96.142433234,90.165441176,92.183687152,97.3221647,101.641335203,104.19964272,105.357142857
2025-W36,TX Irving,PM,Warehouse,98.27,97.53843622085338,83.28519305476249,111.79167938694428,99.40564636,96.138996139,94.349347897,99.998102814,103.15238771,104.173264698,104.166666667
2025-W37,TX Irving,PM,Warehouse,107.6,99.90431207969915,85.75973571294351,114.0488884464548,105.777777778,99.901283317,97.373712636,104.196368298,107.603178645,109.273493945,110.526315789
2025-W38,TX Irving,PM,Warehouse,99.39,99.55809042766049,85.4180429029627,113.69813795235828,104.558823529,101.081612586,97.544314067,101.812025888,101.961472298,100.440903414,98.265895954
2025-W39,TX Irving,PM,Warehouse,105.36,100.78344122155215,86.62747112961654,114.93941131348777,105.124450952,104.808635918,99.466484081,104.119099509,105.339719876,106.160147243,107.602339181
2025-W40,TX Irving,PM,Warehouse,98.94,99.15558566795146,84.75919251083573,113.55197882506718,103.976435935,104.236453202,99.452272862,102.279192968,101.832627371,100.791989027,99.390243902
2024-W32,CO Aurora,PM,Warehouse,77.14,84.0491401462338,63.78678602623927,104.31149426622832,88.505747126,88.104089219,89.19211083,90.299619955,92.119057061,94.318000584,96.666666667
2024-W33,CO Aurora,PM,Warehouse,87.5,89.05765033879703,68.8310103741821,109.28429030341196,91.25,90.0,90.551803002,92.88604185,95.163672141,96.680244595,97.222222222
2024-W34,CO Aurora,PM,Warehouse,77.42,88.71339888549946,68.06392018346838,109.36287758753053,89.655172414,88.163265306,88.263452162,86.94923513,84.497987922,81.086661563,77.142857143
2024-W35,CO Aurora,PM,Warehouse,88.24,84.14805542657943,63.430286202070945,104.86582465108792,89.473684211,88.546255507,88.138851623,87.150226646,86.224072772,86.120384808,87.5
2024-W36,CO Aurora,PM,Warehouse,68.75,82.48448327727422,62.15086980930755,102.8180967452409,85.074626866,87.5,86.369922607,83.54243262,81.09945702,79.231397734,77.419354839
2024-W37,CO Aurora,PM,Warehouse,86.21,88.0179562133164,67.80818037892354,108.22773204770925,82.575757576,87.373737374,86.71407773,85.438142736,85.486396552,86.549746047,88.235294118
2024-W38,CO Aurora,PM,Warehouse,85.71,89.50127128183075,69.23638993797923,109.76615262568228,80.620155039,83.0,83.51028315,78.965208115,75.59086795,72.439118974,68.75
2024-W39,CO Aurora,PM,Warehouse,79.31,87.18016448956526,66.86420092312034,107.49612805601018,80.158730159,80.829015544,83.963515427,81.640470616,81.669296304,83.208763852,86.206896552
2024-W40,CO Aurora,PM,Warehouse,89.29,88.90161094134089,68.13641907713478,109.66680280554701,82.113821138,82.258064516,84.258765735,83.159332538,84.016185489,85.189712952,85.714285714
2024-W41,CO Aurora,PM,Warehouse,96.97,94.42783028938206,72.02875126048997,116.82690931827415,79.661016949,80.87431694,83.371991087,81.652169839,81.190954827,80.464440395,79.310344828
2024-W42,CO Aurora,PM,Warehouse,94.29,93.77063530828298,71.09346182720773,116.44780878935822,85.087719298,82.777777778,84.423575287,84.602899311,85.980599438,87.478058067,89.285714286
2024-W43,CO Aurora,PM,Warehouse,70.27,74.25557835192784,51.585309255203114,96.92584744865256,88.13559322,84.357541899,87.027989045,89.940272591,92.9640375,95.300189347,96.96969697
2024-W44,CO Aurora,PM,Warehouse,80.56,78.05629433473399,55.3792133004715,100.73337536899649,90.4,89.010989011,88.594319281,91.82078853,93.793470715,94.474620164,94.285714286
2024-W45,CO Aurora,PM,Warehouse,88.89,85.69210366626659,62.95551785981089,108.42868947272228,87.218045113,85.789473684,84.52817919,82.497689178,79.118385659,74.835871956,70.27027027
2024-W46,CO Aurora,PM,Warehouse,88.89,95.94026087529691,73.37579576011417,118.50472599047966,85.106382979,84.848484848,83.683899751,81.696953471,79.984680771,79.399414247,80.555555556
2024-W47,CO Aurora,PM,Warehouse,93.75,88.68449312505217,66.0749010025623,111.29408524754204,83.333333333,86.341463415,84.776403969,84.626146235,85.337074352,86.986935596,88.888888889
2024-W48,CO Aurora,PM,Warehouse,87.5,87.54309239495976,64.77667646681569,110.30950832310383,82.068965517,86.384976526,85.631138286,86.349749873,87.46973595,88.508335479,88.888888889
2024-W49,CO Aurora,PM,Warehouse,78.13,80.26044332124566,57.56021327108378,102.96067337140754,87.857142857,85.849056604,87.1542977,89.122021768,91.059592942,92.59929465,93.75
2024-W50,CO Aurora,PM,Warehouse,87.5,88.00117546521341,65.06003248106084,110.94231844936597,89.705882353,84.688995215,87.219967864,88.498557781,88.965442187,88.540174073,87.5
2024-W51,CO Aurora,PM,Warehouse,93.75,89.26282434611753,66.28876021026888,112.23688848196618,87.121212121,86.274509804,85.47475402,84.447932951,82.512458086,80.216366636,78.125
2024-W52,CO Aurora,PM,Warehouse,56.25,62.39865609183424,39.847074677397714,84.95023750627077,86.71875,87.5,85.866552447,85.651151242,85.495500859,86.042107057,87.5
2025-W01,CO Aurora,PM,Warehouse,68.42,62.52022373634815,39.94892596833071,85.09152150436559,86.71875,88.265306122,87.401706375,88.86249287,90.441910964,92.208174531,93.75
2025-W02,CO Aurora,PM,Warehouse,77.78,83.86031354624275,61.06512965170285,106.65549744078265,78.90625,82.8125,81.303363959,75.885862178,69.937193116,63.441865258,56.25
2025-W03,CO Aurora,PM,Warehouse,93.75,87.71295672672206,64.98318057536315,110.44273287808096,76.119402985,78.282828283,78.402811777,72.597128542,68.966359329,67.555101273,68.421052632
2025-W04,CO Aurora,PM,Warehouse,81.82,84.02390424173656,61.46807595501461,106.5797325284585,73.913043478,76.732673267,78.271238331,74.722481181,74.276426597,75.697053703,77.777777778
2025-W05,CO Aurora,PM,Warehouse,81.25,87.39961805343209,65.01121006895896,109.78802603790523,73.913043478,79.207920792,81.205371954,81.915312047,85.42507273,89.773424206,93.75
2025-W06,CO Aurora,PM,Warehouse,107.69,94.2942346437731,72.01335814742708,116.5751111401191,79.856115108,78.325123153,81.325709126,81.877058392,83.274934711,83.402743864,81.818181818
2025-W07,CO Aurora,PM,Warehouse,78.57,90.81613450628832,68.468490664975,113.16377834760165,83.458646617,76.354679803,81.311153215,81.633168738,82.07814735,81.690888384,81.25
2025-W08,CO Aurora,PM,Warehouse,84.38,82.14304449427577,59.73476704352247,104.55132194502907,90.243902439,83.756345178,85.620923476,90.623296654,96.05225806,101.546108894,107.692307692
2025-W09,CO Aurora,PM,Warehouse,96.43,88.29882052648227,66.22827529977444,110.36936575319011,87.619047619,86.705202312,84.922567815,87.774096306,88.650260326,86.089563106,78.571428571
2025-W10,CO Aurora,PM,Warehouse,89.29,95.58623251925151,74.86320709246135,116.30925794604167,88.461538462,88.165680473,84.801773161,86.163418908,85.625211575,84.572331721,84.375
2025-W11,CO Aurora,PM,Warehouse,85.71,89.19387615120844,68.88123929176562,109.50651301065126,93.0,88.484848485,87.061817572,90.3582449,92.188319438,93.994762167,96.428571429
2025-W12,CO Aurora,PM,Warehouse,85.71,82.49006064350291,62.18518050198967,102.79494078501617,88.235294118,90.0,87.496546,89.923715719,90.438106286,90.232519831,89.285714286
2025-W13,CO Aurora,PM,Warehouse,85.71,86.03044614028562,65.78428946401174,106.2766028165595,88.793103448,91.025641026,87.146567148,88.227018598,87.598199687,86.618892262,85.714285714
2025-W14,CO Aurora,PM,Warehouse,85.71,87.86456750712277,67.61856461125886,108.11057040298668,89.285714286,87.341772152,86.864287691,87.217310384,86.466956754,85.895245462,85.714285714
2025-W15,CO Aurora,PM,Warehouse,85.71,84.29139074924,64.04342423467867,104.53935726380132,86.607142857,87.790697674,86.636978058,86.614447217,86.01521124,85.750479202,85.714285714
2025-W16,CO Aurora,PM,Warehouse,85.71,86.3193790780558,66.06091789031086,106.57784026580075,85.714285714,88.095238095,86.454170765,86.253789172,85.834633077,85.721524473,85.714285714
2025-W17,CO Aurora,PM,Warehouse,87.5,91.97114556439969,71.72292226603957,112.21936886275981,85.714285714,86.30952381,86.307306393,86.037774525,85.762421005,85.715733469,85.714285714
2025-W18,CO Aurora,PM,Warehouse,95.83,91.06135535141269,70.83718427295105,111.28552642987432,85.714285714,85.714285714,86.189416758,85.908302306,85.733539246,85.714575265,85.714285714
2025-W19,CO Aurora,PM,Warehouse,85.71,87.19042509593561,66.83855359740582,107.5422965944654,86.111111111,85.975609756,86.419547521,86.487319732,86.72718222,87.096839549,87.5
2025-W20,CO Aurora,PM,Warehouse,90.0,86.69112478916071,66.28995346380663,107.0922961145148,88.461538462,87.5,88.11390556,90.014945283,92.048978433,94.039748489,95.833333333
2025-W21,CO Aurora,PM,Warehouse,87.5,87.06656822745786,66.55300918132593,107.5801272735898,88.659793814,87.581699346,87.719214042,88.488110834,88.494593983,87.573967494,85.714285714
2025-W22,CO Aurora,PM,Warehouse,87.5,84.74849651640118,64.07647987014542,105.42051316265693,89.887640449,88.275862069,88.092686187,89.033027794,89.355548149,89.483627842,90.0
2025-W23,CO Aurora,PM,Warehouse,87.5,89.96429764737248,69.28285644263678,110.64573885210817,89.887640449,88.65248227,87.975815947,88.390858879,88.183260735,87.846611027,87.5
2025-W24,CO Aurora,PM,Warehouse,81.25,84.22022897331414,60.826036148026816,107.61442179860146,87.640449438,89.051094891,87.881726406,88.024605898,87.764887704,87.567614,87.5
2025-W25,CO Aurora,PM,Warehouse,100.0,99.2520095285881,75.95999647705065,122.54402258012556,88.043478261,89.051094891,87.806071757,87.811300798,87.60466578,87.513456482,87.5
2025-W26,CO Aurora,PM,Warehouse,100.0,99.99999999999997,75.11243353364604,124.8875664663539,86.363636364,86.821705426,86.87676159,85.769491637,84.414497292,82.956693611,81.25
2025-W27,CO Aurora,PM,Warehouse,85.71,85.70999999999982,60.82243353364858,110.59756646635107,88.75,88.709677419,88.852017158,90.629497774,93.088621115,96.324955674,100.0
2025-W28,CO Aurora,PM,Warehouse,83.33,86.11730925075544,65.01181483747612,107.22280366403476,91.428571429,89.830508475,90.427849035,93.744868093,96.883192961,99.170722095,100.0
2025-W29,CO Aurora,PM,Warehouse,85.71,80.05515612423524,59.81229283859227,100.29801940987821,92.452830189,90.099009901,90.045222203,92.002647686,92.337644001,90.297740162,85.714285714
2025-W30,CO Aurora,PM,Warehouse,50.0,79.60727500202178,59.37094968817806,99.8436003158655,95.348837209,90.361445783,89.508171966,89.951504387,88.143058065,85.153646524,83.333333333
2025-W31,CO Aurora,PM,Warehouse,71.43,80.2161837958084,59.93210671713195,100.50026087448487,91.176470588,90.909090909,89.111730261,88.6163872,86.743991228,85.608677157,85.714285714
2025-W32,CO Aurora,PM,Warehouse,85.71,82.2090386809666,62.01366587282177,102.40441148911142,71.875,85.483870968,81.956179052,70.321577807,60.592901328,54.475243122,50.0
2025-W33,CO Aurora,PM,Warehouse,85.71,87.25258692105832,66.98845073009349,107.51672311202316,68.75,79.245283019,80.717072867,70.670666908,66.11152463,66.653126616,71.428571429
2025-W34,CO Aurora,PM,Warehouse,100.0,88.47066710820395,67.99126933120178,108.95006488520613,69.696969697,73.913043478,81.357995557,75.853376555,77.091068639,81.562966476,85.714285714
2025-W35,CO Aurora,PM,Warehouse,85.71,84.19655246104982,63.542192982872734,104.8509119392269,69.696969697,73.913043478,81.959898986,79.450157278,82.121659995,84.868984427,85.714285714
2025-W36,CO Aurora,PM,Warehouse,87.5,80.8945187502747,60.48700385270632,101.30203364784307,85.185185185,76.086956522,84.286146595,86.489907887,92.0544058,96.571299829,100.0
2025-W37,CO Aurora,PM,Warehouse,90.91,86.05160732206491,65.79967942322122,106.3035352209086,88.888888889,76.086956522,84.512199194,86.179815208,88.133786427,87.684171092,85.714285714
2025-W38,CO Aurora,PM,Warehouse,93.75,88.76518174613751,68.51973815480807,109.01062533746696,89.285714286,85.714285714,85.063208899,86.75054277,87.729067798,87.532438813,87.5
2025-W39,CO Aurora,PM,Warehouse,93.75,86.4917891273913,66.22354791559565,106.76003033918695,90.625,89.130434783,86.470208466,88.820111199,89.913807549,90.402396339,90.909090909
2025-W40,CO Aurora,PM,Warehouse,85.71,87.23598142522377,66.62350716925647,107.84845568119107,90.476190476,90.909090909,88.686163357,91.515705476,92.653398235,93.283850465,93.75
2024-W32,NJ Swedesboro Commerce Blvd,PM,Quality,86.96,90.98919275187578,77.29837602855494,104.68000947519661,89.928057554,87.759815242,88.071022139,88.894920036,89.303406861,89.39028796,88.888888889
2024-W33,NJ Swedesboro Commerce Blvd,PM,Quality,84.29,87.95278986312348,74.28610439093144,101.61947533531553,89.743589744,89.671361502,89.601231946,91.762518598,93.406989962,94.701580731,95.774647887
2024-W34,NJ Swedesboro Commerce Blvd,PM,Quality,83.78,84.23493044738262,70.28254235528759,98.18731853947766,91.254752852,90.43062201,89.087119587,89.825553107,89.495417861,88.492496067,86.956521739
2024-W35,NJ Swedesboro Commerce Blvd,PM,Quality,89.33,89.95618655693983,75.9576560955208,103.95471701835885,89.015151515,88.349514563,88.137585301,87.580387303,86.338415814,85.116025898,84.285714286
2024-W36,NJ Swedesboro Commerce Blvd,PM,Quality,86.21,84.8535040816667,71.11453902044137,98.59246914289203,87.676056338,88.697788698,87.235543717,85.998762905,84.765756071,84.037909699,83.783783784
2024-W37,NJ Swedesboro Commerce Blvd,PM,Quality,92.54,87.41761546733716,73.76232470844948,101.07290622622483,86.111111111,88.13559322,87.671692484,87.376079082,87.549001721,88.295203521,89.333333333
2024-W38,NJ Swedesboro Commerce Blvd,PM,Quality,91.18,86.26316480313828,72.57064049152636,99.9556891147502,85.920577617,87.769784173,87.426565356,86.969888903,86.823085669,86.715169316,86.206896552
2024-W39,NJ Swedesboro Commerce Blvd,PM,Quality,82.61,84.5199642764564,70.79292485652073,98.24700369639208,87.95620438,87.167070218,88.421190458,89.201271865,90.306953351,91.453130566,92.537313433
2024-W40,NJ Swedesboro Commerce Blvd,PM,Quality,92.54,86.19274347551656,72.16217060358635,100.22331634744678,89.925373134,87.86407767,88.966764377,89.999326101,90.83507603,91.230404146,91.176470588
2024-W41,NJ Swedesboro Commerce Blvd,PM,Quality,95.45,97.1097707436031,81.97521708119658,112.24432440600961,88.167938931,87.591240876,87.690464004,86.999259749,85.846451106,84.304390691,82.608695652
2024-W42,NJ Swedesboro Commerce Blvd,PM,Quality,89.23,87.22281901148985,71.90036318559015,102.54527483738954,89.667896679,89.108910891,88.640030423,89.194969627,89.83076516,90.857190105,92.537313433
2024-W43,NJ Swedesboro Commerce Blvd,PM,Quality,90.16,90.78735088527604,75.46956019651543,106.10514157403665,90.37037037,90.126582278,89.964448203,91.663004969,93.17447592,94.520168042,95.454545455
2024-W44,NJ Swedesboro Commerce Blvd,PM,Quality,89.83,93.56455172070747,78.24215835903887,108.88694508237607,89.887640449,90.547263682,89.822799292,90.707375748,90.831368058,90.305101815,89.230769231
2024-W45,NJ Swedesboro Commerce Blvd,PM,Quality,91.67,84.17823682278282,68.81563742555508,99.54083622001056,91.891891892,90.151515152,89.885793256,90.500526818,90.442735716,90.193721285,90.163934426
2024-W46,NJ Swedesboro Commerce Blvd,PM,Quality,77.78,83.94220650901691,68.69590518972001,99.18850782831382,91.235059761,89.92248062,89.875703222,90.245745486,90.08475896,89.905932098,89.830508475
2024-W47,NJ Swedesboro Commerce Blvd,PM,Quality,84.48,84.35332821890435,69.07653559624482,99.63012084156388,90.204081633,91.534391534,90.212967809,90.802626827,91.030482573,91.316540927,91.666666667
2024-W48,NJ Swedesboro Commerce Blvd,PM,Quality,84.38,79.18904894174247,63.80629400254506,94.57180388093988,87.242798354,89.037433155,87.748560056,85.503749671,82.93583058,80.37837211,77.777777778
2024-W49,NJ Swedesboro Commerce Blvd,PM,Quality,63.24,68.54636371893848,53.2083290881396,83.88439834973735,85.833333333,87.158469945,87.142066469,85.111357158,83.839757085,83.612996046,84.482758621
2024-W50,NJ Swedesboro Commerce Blvd,PM,Quality,90.77,89.22073509881218,73.7199210196821,104.72154917794226,84.489795918,86.301369863,86.577811114,84.806424347,84.170080187,84.232518222,84.375
2024-W51,NJ Swedesboro Commerce Blvd,PM,Quality,80.88,79.76657544082387,64.24351728030412,95.28963360134362,77.075098814,81.451612903,81.603240028,75.680275059,71.167257171,67.182769337,63.235294118
2024-W52,NJ Swedesboro Commerce Blvd,PM,Quality,64.71,65.0767014808548,49.83910538823541,80.31429757347418,80.392156863,81.746031746,83.46354246,81.755584241,82.878801948,85.936813898,90.769230769
2025-W01,NJ Swedesboro Commerce Blvd,PM,Quality,59.74,60.788281385466064,45.53736339640118,76.03919937453094,79.622641509,80.051813472,82.922165302,81.395406821,81.661422262,81.862073518,80.882352941
2025-W02,NJ Swedesboro Commerce Blvd,PM,Quality,66.67,67.04197033525483,51.639777528517676,82.444163141992,74.721189591,77.749360614,79.138345089,74.596312013,71.42246061,68.116089331,64.705882353
2025-W03,NJ Swedesboro Commerce Blvd,PM,Quality,85.29,81.53442897354594,66.1764307070322,96.89242724005969,73.381294964,73.414634146,74.730932728,68.138999367,64.051849196,61.253138448,59.74025974
2025-W04,NJ Swedesboro Commerce Blvd,PM,Quality,70.59,75.17936616080941,59.93890055215241,90.4198317694664,67.708333333,70.54631829,72.983486373,67.529893638,65.635728395,65.581892547,66.666666667
2025-W05,NJ Swedesboro Commerce Blvd,PM,Quality,89.71,89.35331465280234,74.22597117498351,104.48065813062117,68.75,74.109263658,75.410681213,74.36328574,77.009900654,81.031954568,85.294117647
2025-W06,NJ Swedesboro Commerce Blvd,PM,Quality,101.82,95.75560527773345,80.70091840670455,110.81029214876236,70.138888889,70.990566038,74.457170131,72.888525376,73.2130964,72.711415601,70.588235294
2025-W07,NJ Swedesboro Commerce Blvd,PM,Quality,78.57,88.0377553043396,72.93795524075483,103.13755536792436,77.777777778,72.405660377,77.479078754,79.52033286,83.050528035,86.295744633,89.705882353
2025-W08,NJ Swedesboro Commerce Blvd,PM,Quality,78.33,70.37170522544648,55.230936396376705,85.51247405451625,86.1003861,77.615571776,81.541686101,87.259552619,93.310998574,98.150844967,101.818181818
2025-W09,NJ Swedesboro Commerce Blvd,PM,Quality,76.27,80.66703850927703,65.75446774414314,95.57960927441093,85.388127854,81.491712707,81.256480337,85.283020612,87.263170243,85.221899856,78.571428571
2025-W10,NJ Swedesboro Commerce Blvd,PM,Quality,93.22,89.17835016352448,75.17626820450194,103.18043212254703,88.151658768,84.149855908,80.658462094,82.167657656,81.125563388,79.186406366,78.333333333
2025-W11,NJ Swedesboro Commerce Blvd,PM,Quality,87.72,84.55260679178726,70.82781515291336,98.27739843066115,84.158415842,82.544378698,79.776903129,79.670373492,78.076023525,76.82042049,76.271186441
2025-W12,NJ Swedesboro Commerce Blvd,PM,Quality,78.18,82.70550731222417,68.985956713109,96.42505791133934,82.038834951,86.930091185,82.475640834,85.277196774,87.328779375,89.977959528,93.220338983
2025-W13,NJ Swedesboro Commerce Blvd,PM,Quality,83.72,89.52802177389958,75.84814929881627,103.2078942489829,83.829787234,86.477987421,83.498807166,86.253688566,87.561554476,88.18256749,87.719298246
2025-W14,NJ Swedesboro Commerce Blvd,PM,Quality,93.62,92.88360505490976,79.203836485789,106.56337362403053,83.913043478,82.389937107,82.485861007,83.094568342,82.029316885,80.250223001,78.181818182
2025-W15,NJ Swedesboro Commerce Blvd,PM,Quality,89.58,87.75852631011168,74.07743096802359,101.43962165219976,85.981308411,82.882882883,82.679715806,83.306113393,82.935158599,82.874538741,83.720930233
2025-W16,NJ Swedesboro Commerce Blvd,PM,Quality,86.67,80.43781910784135,66.74963275124048,94.12600546444222,85.643564356,85.3125,84.611041945,87.233569143,89.280542184,91.523930527,93.617021277
2025-W17,NJ Swedesboro Commerce Blvd,PM,Quality,76.6,76.94712949363722,63.2658606485146,90.62839833875984,86.010362694,87.702265372,85.525721836,88.157804435,89.46301966,89.962990724,89.583333333
2025-W18,NJ Swedesboro Commerce Blvd,PM,Quality,81.25,78.96261817678237,65.29760087540777,92.62763547815698,88.524590164,86.440677966,85.728059877,87.590212071,87.825794034,87.357656186,86.666666667
2025-W19,NJ Swedesboro Commerce Blvd,PM,Quality,88.64,82.18298975500495,68.4316881533812,95.9342913566287,86.631016043,84.561403509,84.01116397,83.208551668,81.036659984,78.694598769,76.595744681
2025-W20,NJ Swedesboro Commerce Blvd,PM,Quality,77.27,81.77167807961796,67.98706569438309,95.55629046485282,83.510638298,85.251798561,83.476739953,82.416947615,81.166124556,80.749970878,81.25
2025-W21,NJ Swedesboro Commerce Blvd,PM,Quality,100.0,89.99871765182586,76.13816741267684,103.85926789097488,83.152173913,86.021505376,84.413312744,84.791271346,85.511641586,86.953569811,88.636363636
2025-W22,NJ Swedesboro Commerce Blvd,PM,Quality,84.09,88.62707282533908,74.65945635149367,102.5946892991845,80.87431694,83.333333333,83.092752077,81.867665786,80.629689933,79.235151861,77.272727273
2025-W23,NJ Swedesboro Commerce Blvd,PM,Quality,86.36,90.58732752636746,76.61334309043417,104.56131196230075,86.666666667,84.926470588,86.267351023,88.997955498,92.19370293,95.835736185,100.0
2025-W24,NJ Swedesboro Commerce Blvd,PM,Quality,93.75,94.44606238932327,78.63913272733578,110.25299205131077,87.5,84.501845018,85.853628514,87.055186797,87.341789693,86.441152828,84.090909091
2025-W25,NJ Swedesboro Commerce Blvd,PM,Quality,91.67,91.93960073913243,76.2017116509576,107.67748982730726,86.931818182,86.194029851,85.95154678,86.780268956,86.755369695,86.379141344,86.363636364
2025-W26,NJ Swedesboro Commerce Blvd,PM,Quality,77.08,77.07999999999988,60.26403137352672,93.89596862647305,91.111111111,88.432835821,87.569627195,89.704409715,91.09553931,92.37574169,93.75
2025-W27,NJ Swedesboro Commerce Blvd,PM,Quality,80.85,80.8499999999998,64.03403137352845,97.66596862647114,89.130434783,88.970588235,88.413393493,90.511886802,91.442804938,91.80658505,91.666666667
2025-W28,NJ Swedesboro Commerce Blvd,PM,Quality,69.57,75.30219795837597,61.041690311727606,89.56270560502433,87.234042553,88.768115942,86.093810864,85.048828322,82.78133647,80.020128391,77.083333333
2025-W29,NJ Swedesboro Commerce Blvd,PM,Quality,88.64,84.39751710720988,70.71986990206602,98.07516431235373,85.863874346,85.663082437,85.04332039,83.373888852,81.630482197,80.682149751,80.85106383
2025-W30,NJ Swedesboro Commerce Blvd,PM,Quality,88.64,91.96486527280756,78.29163562808712,105.638094917528,79.894179894,83.274021352,81.996092665,77.929732871,74.472150626,71.834519292,69.565217391
2025-W31,NJ Swedesboro Commerce Blvd,PM,Quality,93.18,92.57692957622494,78.87143513854568,106.2824240139042,78.918918919,83.629893238,83.261332887,82.061927497,82.780389354,85.140592147,88.636363636
2025-W32,NJ Swedesboro Commerce Blvd,PM,Quality,100.0,89.25012498175077,75.6045660235934,102.89568393990814,81.767955801,82.671480144,84.295274287,84.635478486,86.262076571,87.931529222,88.636363636
2025-W33,NJ Swedesboro Commerce Blvd,PM,Quality,79.55,86.19632096417051,72.50430013559627,99.88834179274475,84.831460674,82.783882784,86.017851003,88.009784002,90.398762298,92.130051423,93.181818182
2025-W34,NJ Swedesboro Commerce Blvd,PM,Quality,90.91,82.57282687977616,68.73535864146088,96.41029511809144,92.613636364,86.617100372,88.744961222,92.768444517,96.151072985,98.425497785,100.0
2025-W35,NJ Swedesboro Commerce Blvd,PM,Quality,85.11,87.57411957283132,73.61843365012456,101.52980549553808,90.340909091,86.466165414,86.941728543,87.504090365,86.193540358,83.321709107,79.545454545
2025-W36,NJ Swedesboro Commerce Blvd,PM,Quality,83.33,81.78539890369204,67.99650030945882,95.57429749792526,90.909090909,90.151515152,87.722499463,88.862245204,89.022207272,89.391594783,90.909090909
2025-W37,NJ Swedesboro Commerce Blvd,PM,Quality,76.09,84.81334632929173,71.12957436898549,98.49711828959798,88.826815642,89.513108614,87.178110223,87.302651512,86.611371166,85.919097707,85.106382979
2025-W38,NJ Swedesboro Commerce Blvd,PM,Quality,83.33,84.290411954428,70.61102129479536,97.96980261406063,84.699453552,88.560885609,86.371127568,85.65892977,84.607886837,83.83660316,83.333333333
2025-W39,NJ Swedesboro Commerce Blvd,PM,Quality,81.25,82.25326693858648,68.55847243981046,95.9480614373625,83.783783784,85.714285714,84.304882271,81.848274956,79.54471226,77.681842515,76.086956522
2025-W40,NJ Swedesboro Commerce Blvd,PM,Quality,78.13,83.23800684427493,69.3106218236891,97.16539186486077,82.010582011,83.032490975,84.103143398,82.455824572,81.847656981,82.23460094,83.333333333
2024-W32,CO Aurora,PM,Quality,50.0,74.99870946834777,49.528153065136735,100.4692658715588,80.459770115,81.751824818,81.161858028,74.088777582,66.463761261,58.953660395,53.333333333
2024-W33,CO Aurora,PM,Quality,76.47,88.02875881845034,62.60309647856493,113.45442115833575,77.631578947,79.365079365,81.749184765,77.785905207,76.942810247,79.802149736,85.714285714
2024-W34,CO Aurora,PM,Quality,93.75,87.81694686653815,61.859760013408106,113.77413371966819,65.517241379,77.876106195,77.893488833,69.105872885,62.43628821,56.868618339,50.0
2024-W35,CO Aurora,PM,Quality,100.0,90.05316146515797,64.01013080561407,116.09619212470187,67.24137931,74.285714286,77.641647618,72.232115221,71.642662845,73.431904604,76.470588235
2024-W36,CO Aurora,PM,Quality,68.75,77.85708681536053,52.29695467820309,103.41721895251797,77.966101695,72.527472527,80.417756814,80.833059619,85.05832892,89.667093081,93.75
2024-W37,CO Aurora,PM,Quality,87.5,84.47911255279108,59.07464907151157,109.88357603407059,81.967213115,77.777777778,83.888558732,88.496516159,94.063947484,97.931454959,100.0
2024-W38,CO Aurora,PM,Quality,93.75,88.53045493214212,63.05672171159722,114.00418815268702,84.615384615,80.21978022,81.142880378,80.599962046,78.848129268,74.587400326,68.75
2024-W39,CO Aurora,PM,Quality,87.5,86.65608685582893,61.11814132194369,112.19403238971418,87.5,80.64516129,82.317758443,83.35954689,84.043000379,84.917381887,87.5
2024-W40,CO Aurora,PM,Quality,86.67,74.24471435429854,48.142071617497756,100.34735709109933,87.5,86.597938144,84.463167209,87.515339295,89.868881758,91.983462946,93.75
2024-W41,CO Aurora,PM,Quality,70.59,75.10362457888436,46.9471229993171,103.26012615845163,84.375,88.541666667,85.040187059,87.509203921,88.447388581,88.396693953,87.5
2024-W42,CO Aurora,PM,Quality,75.0,77.30647446322473,48.800397489416305,105.81255143703316,88.888888889,87.368421053,85.336392103,87.185162326,87.406657006,87.030883047,86.666666667
2024-W43,CO Aurora,PM,Quality,86.67,85.04477656568871,56.547378667864635,113.54217446351278,84.375,82.291666667,82.311775789,80.201446636,76.920654511,73.592180753,70.588235294
2024-W44,CO Aurora,PM,Quality,93.75,90.76336756647875,62.257406801860256,119.26932833109724,79.6875,83.333333333,80.890533165,78.133301929,75.778532463,74.709497612,75.0
2024-W45,CO Aurora,PM,Quality,68.75,72.66705515298038,44.08629460708121,101.24781569887955,79.365079365,83.157894737,81.962154283,81.40326717,82.118035855,84.133495915,86.666666667
2024-W46,CO Aurora,PM,Quality,66.67,66.42547960168149,38.06108136735111,94.78987783601187,81.25,83.157894737,84.299821945,86.406175809,89.193161409,91.901897308,93.75
2024-W47,CO Aurora,PM,Quality,68.75,66.90875237446909,38.48762776085832,95.32987698807986,80.952380952,80.0,81.210895351,79.288892578,76.860365647,73.344452248,68.75
2024-W48,CO Aurora,PM,Quality,73.33,71.98568828357583,43.36743013041548,100.60394643673618,79.032258065,76.842105263,78.464486364,74.411072798,70.88954893,68.070366657,66.666666667
