week_number,work_location,shift_time,department_group,actual_attendance,greykite_forecast,greykite_forecast_lower_95,greykite_forecast_upper_95,four_week_rolling_avg,six_week_rolling_avg,exponential_smoothing_alpha_2,exponential_smoothing_alpha_4,exponential_smoothing_alpha_6,exponential_smoothing_alpha_8,exponential_smoothing_alpha_1,four_week_rolling_avg_shift2
2024-W22,AZ Phoenix,AM,Production,86.75,62.448211602374776,53.045283004362894,71.85114020038665,83.294858342,82.433920705,83.36324063,83.912015803,84.497833401,84.825832832,84.876805438,83.3175
2024-W23,AZ Phoenix,AM,Production,88.13,62.610328757428,53.23445780879803,71.98619970605797,83.964509846,82.993197279,83.241561392,83.451307779,83.451078149,83.140137602,82.670454545,83.9425
2024-W24,AZ Phoenix,AM,Production,87.37,62.61135490867865,53.279365354058626,71.94334446329867,84.751434034,83.605812897,83.734040509,84.490720553,85.152924871,85.827215665,86.751592357,84.865
2024-W25,AZ Phoenix,AM,Production,89.83,62.676850693235494,53.391117674833126,71.96258371163786,85.540999515,85.007680492,84.604593346,86.038039681,87.074257203,87.763896989,88.134057971,85.6075
2024-W26,AZ Phoenix,AM,Production,87.8,62.67685069323547,53.391117674833104,71.96258371163785,86.223218734,85.779455718,85.139153606,86.580261316,87.255320787,87.448877997,87.371375117,86.23
2024-W27,AZ Phoenix,AM,Production,89.87,62.676850693235494,53.391117674833126,71.96258371163786,88.125153979,86.602034329,86.073017065,87.91515385,88.826260248,89.364034217,89.827429609,88.02
2024-W28,AZ Phoenix,AM,Production,87.82,62.638435463507875,53.35583416276414,71.92103676425161,88.295165394,87.134977287,86.403750808,87.868843755,88.216822638,88.121768321,87.797902765,88.2825
2024-W29,AZ Phoenix,AM,Production,79.95,62.63876018616323,53.3993826316652,71.87813774066127,88.712730715,88.356500409,87.052267552,88.644090513,89.188036956,89.507049345,89.870903674,88.7175
2024-W30,AZ Phoenix,AM,Production,85.59,62.719722026566195,53.51120190716435,71.92824214596804,88.843471988,88.471257107,87.197988618,88.323531838,88.378555906,88.164961855,87.824351297,88.83
2024-W31,AZ Phoenix,AM,Production,90.56,62.97447170061592,53.59700736001243,72.35193604121942,86.79245283,87.454059472,86.099909243,85.557462975,83.919355859,81.99307149,79.947229551,86.36
2024-W32,AZ Phoenix,AM,Production,86.38,63.0670927745518,53.699638333658235,72.43454721544538,86.210670315,87.183462532,86.006551391,85.568487357,84.931899788,84.920214451,85.585585586,85.8075
2024-W33,AZ Phoenix,AM,Production,91.32,63.05678303600633,53.732832474444,72.38073359756865,86.337128575,87.237051441,86.8974524,87.624255006,88.41798446,89.507038898,90.55613851,85.98
2024-W34,AZ Phoenix,AM,Production,87.07,63.15510055590986,53.837206395202514,72.47299471661721,85.91995393,86.993797884,86.803401883,87.145059281,87.224356288,87.044336697,86.384439359,85.62
2024-W35,AZ Phoenix,AM,Production,86.41,63.16934657460686,53.894188851677754,72.44450429753597,88.602842585,87.265439971,87.75233538,88.931359251,89.805430762,90.554296512,91.321499014,88.4625
2024-W36,AZ Phoenix,AM,Production,81.41,63.292325452993204,54.013629785076546,72.57102112090986,88.88315708,87.126561651,87.607097802,88.145141178,88.115731211,87.737545686,87.065637066,88.8325
2024-W37,AZ Phoenix,AM,Production,86.84,63.39891940993074,54.14904596413783,72.64879285572366,87.890727607,87.978045326,87.386951215,87.495391797,87.14708019,86.708915854,86.409966025,87.79499999999999
2024-W38,AZ Phoenix,AM,Production,83.63,63.30155088556253,53.97993488251933,72.62316688860572,86.480419057,87.131596984,86.07966246,84.867754594,83.513186881,82.338424472,81.412639405,86.5525
2024-W39,AZ Phoenix,AM,Production,84.09,63.439669985010035,54.10327934691944,72.77606062310062,85.370643103,86.531365314,86.243250636,85.694522086,85.554645278,85.963513508,86.839666358,85.43249999999999
2024-W40,AZ Phoenix,AM,Production,81.2,63.62003348346155,54.201634457177114,73.03843250974597,84.488208121,86.045756937,85.690382134,84.846289049,84.389897083,84.093924971,83.627906977,84.57249999999999
2024-W41,AZ Phoenix,AM,Production,82.34,63.752498433723325,54.291469597449826,73.21352726999683,83.993476235,84.849460634,85.358391904,84.539939956,84.208275914,84.088101756,84.086629002,83.9925
2024-W42,AZ Phoenix,AM,Production,86.79,63.90920479012406,54.35726924475908,73.46114033548903,83.933968844,83.849840256,84.488533353,83.179441236,82.388103472,81.767364592,81.198156682,83.94
2024-W43,AZ Phoenix,AM,Production,83.03,64.02098003964608,54.48702123271717,73.55493884657498,82.799907898,83.24099723,84.031119196,82.832331884,82.357069006,82.226517432,82.33719893,82.815
2024-W44,AZ Phoenix,AM,Production,85.52,64.04689795495965,54.545899736419074,73.54789617350022,83.535730967,84.105034183,84.564855954,84.347060939,84.923489646,85.803480226,86.785009862,83.605
2024-W45,AZ Phoenix,AM,Production,84.73,64.0458967933544,54.582899191884984,73.50889439482381,83.274853801,83.468496569,84.256503219,83.822524315,83.787015247,83.578291613,83.033175355,83.34
2024-W46,AZ Phoenix,AM,Production,88.97,64.05787886692208,54.630525758123625,73.48523197572054,84.360973305,83.777429467,84.508722113,84.497076291,84.824394868,85.131372494,85.52253116,84.42
2024-W47,AZ Phoenix,AM,Production,89.3,64.0048424156621,54.622684432138016,73.38700039918618,85.001211534,83.878098847,84.551703711,84.587915281,84.767907636,84.811389001,84.729064039,85.0175
2024-W48,AZ Phoenix,AM,Production,89.26,63.986497604230195,54.58602928411378,73.38696592434661,85.493372607,85.134482203,85.380372149,86.26141929,87.220873661,88.097168075,88.969823101,85.5625
2024-W49,AZ Phoenix,AM,Production,81.37,63.86488175798673,54.403324021028126,73.32643949494533,87.043610548,86.296357891,86.101552382,87.414787307,88.433833834,89.047413133,89.297297297,87.13
2024-W50,AZ Phoenix,AM,Production,90.57,63.81751705274813,54.371399343623295,73.26363476187296,87.954729184,86.624203822,86.631199971,88.072696873,88.897045185,89.211831769,89.259259259,88.06500000000001
2024-W51,AZ Phoenix,AM,Production,87.5,63.94279720228055,54.50337128253801,73.38222312202309,87.664670659,86.698777325,85.878979459,85.920302712,84.926296912,83.28683708,81.366459627,87.22500000000001
2024-W52,AZ Phoenix,AM,Production,86.38,63.8671713072778,54.42450640071949,73.3098362138361,88.038425782,87.564866423,86.771381661,87.840261294,88.504559947,89.347203891,90.566037736,87.625
2025-W01,AZ Phoenix,AM,Production,86.41,63.89604674321476,54.48708066701633,73.3050128194132,87.524115756,88.130504404,86.906067742,87.705434715,87.900005957,87.871937328,87.5,87.17500000000001
2025-W02,AZ Phoenix,AM,Production,73.03,63.849310011867026,54.47712618475485,73.2214938389792,86.780104712,87.685243164,86.811781345,87.1975717,87.008774085,86.691581244,86.375661376,86.455
2025-W03,AZ Phoenix,AM,Production,88.0,63.822928267972266,54.48487321555855,73.16098332038598,87.801778907,87.157757497,86.740865341,86.897413168,86.658908797,86.470593009,86.413043478,87.71499999999999
2025-W04,AZ Phoenix,AM,Production,90.67,63.451984199945315,53.827843105015745,73.07612529487488,82.431629013,83.710873147,83.405207,80.243935684,77.39219,75.022553421,73.026315789,83.33
2025-W05,AZ Phoenix,AM,Production,81.92,63.50687634517473,53.90526034026623,73.10849235008322,82.669380634,84.749754661,84.330024207,83.335545063,83.59628728,85.133787628,87.995469989,83.455
2025-W06,AZ Phoenix,AM,Production,81.82,63.771977137142024,54.1859399149855,73.35801435929855,83.857383492,84.802965275,85.6011072,86.256710095,87.7907231,89.536358898,90.671217292,84.5275
2025-W07,AZ Phoenix,AM,Production,88.21,63.680872475654695,54.05566284578239,73.306082105527,82.855653986,83.846153846,84.776281631,84.376996336,84.087299112,83.283262255,81.916996047,83.405
2025-W08,AZ Phoenix,AM,Production,84.12,63.66513333799763,54.001499326978546,73.32876734901672,85.501242751,83.176535695,84.214898875,83.413251707,82.796558886,82.148572474,81.818181818,85.60249999999999
2025-W09,AZ Phoenix,AM,Production,87.2,63.64084797471459,54.010148813108415,73.27154713632076,84.986595174,82.944635976,84.472501094,84.153133384,84.379296202,85.357894745,88.211382114,85.655
2025-W10,AZ Phoenix,AM,Production,81.29,63.60755272045807,54.00116113755674,73.2139443033594,83.082952319,85.364842454,84.38767126,84.135084638,84.185281066,84.226878025,84.117032393,84.0175
2025-W11,AZ Phoenix,AM,Production,85.98,63.640176441455026,54.07001594075955,73.21033694215049,84.765100671,85.239170602,85.020675302,85.50836139,86.125019275,86.655851875,87.204301075,85.33749999999999
2025-W12,AZ Phoenix,AM,Production,88.21,63.86531651724439,54.27107956594897,73.45955346853981,84.678522572,83.58770646,84.301099604,83.871001727,83.333093936,82.490211042,81.289506953,85.205
2025-W13,AZ Phoenix,AM,Production,89.65,63.907051206635735,54.34974304556584,73.46435936770564,84.746243266,84.393939394,84.64693295,84.736656744,84.943841397,85.307281774,85.983510012,84.64750000000001
2025-W14,AZ Phoenix,AM,Production,85.25,63.86859911300858,54.347060130521754,73.3901380954954,85.764809903,85.552654482,85.35821263,86.12173295,86.891463215,87.621716644,88.213851762,85.67
2025-W15,AZ Phoenix,AM,Production,88.46,63.80372328853486,54.310240659289164,73.29720591778056,86.309341501,86.063664596,86.197133936,87.50803372,88.525046745,89.235044611,89.650872818,86.2825
2025-W16,AZ Phoenix,AM,Production,89.04,63.86005487494754,54.3912994195223,73.32881033037278,87.405953549,86.354123064,86.054110028,86.779503999,86.82700837,86.273523711,85.248713551,87.27250000000001
2025-W17,AZ Phoenix,AM,Production,89.36,63.85967529958109,54.42416570667871,73.29518489248348,88.085676037,86.538461538,86.538978293,87.48305707,87.863577549,88.095023551,88.461538462,87.8925
2025-W18,AZ Phoenix,AM,Production,88.16,63.86423868665329,54.4609778367314,73.26749953657517,88.306860426,87.86439214,87.049752115,88.130485069,88.59167438,88.861845644,89.042821159,88.1
2025-W19,AZ Phoenix,AM,Production,91.14,63.87674952078689,54.5037063688807,73.24979267269308,88.172804533,88.446841987,87.456496864,88.580671655,89.022820724,89.243123724,89.355322339,88.0275
2025-W20,AZ Phoenix,AM,Production,87.99,63.91776860391439,54.56085375854974,73.27468344927904,88.725969371,88.437359677,87.608606107,88.400794021,88.476212238,88.350402538,88.164251208,88.75500000000001
2025-W21,AZ Phoenix,AM,Production,86.74,63.942131231768776,54.61354553570721,73.27071692783034,89.392446634,88.679673321,88.303713358,89.486255035,90.05272652,90.554175266,91.137566138,89.425
2025-W22,AZ Phoenix,AM,Production,87.76,64.038613832011,54.70747574484364,73.36975191917836,89.114754098,88.992214533,88.237899147,88.868793963,88.791067725,88.481127725,87.984981227,89.1625
2025-W23,AZ Phoenix,AM,Production,87.85,64.18623731062083,54.85821706152423,73.51425755971742,88.49218999,88.712483689,87.944003692,88.0316022,87.579242456,87.100132114,86.737400531,88.5075
2025-W24,AZ Phoenix,AM,Production,83.98,64.16922748798508,54.85260408438661,73.48585089158355,88.393145813,88.491717524,87.905672539,87.919617068,87.685699077,87.627114517,87.755102041,88.4075
2025-W25,AZ Phoenix,AM,Production,87.56,64.32869350251963,55.006147082005036,73.65123992303423,87.589112119,88.265524625,87.894904458,87.892506674,87.783099854,87.80435199,87.85046729,87.585
2025-W26,AZ Phoenix,AM,Production,87.55,64.3811309926033,55.04966296020963,73.71259902499698,86.579378069,87.570498915,87.112788028,86.324577094,85.494601748,84.73807397,83.984375,86.5825
2025-W27,AZ Phoenix,AM,Production,86.1,64.42637545078037,55.09016252033293,73.7625883812278,86.756756757,86.970972745,87.191232396,86.773857899,86.657255008,86.922583568,87.556904401,86.78750000000001
2025-W28,AZ Phoenix,AM,Production,87.95,64.24496980807865,54.88690933999389,73.60303027616341,86.700507614,86.890718896,87.26510253,87.097524288,87.213980885,87.436040804,87.548138639,86.735
2025-W29,AZ Phoenix,AM,Production,84.81,64.17961879896755,54.724759846101165,73.63447775183394,86.255924171,86.78404279,87.032515791,86.696185155,86.543325785,86.367429868,86.096256684,86.2975
2025-W30,AZ Phoenix,AM,Production,84.17,64.29170155010866,54.814888337910084,73.76851476230723,87.283236994,86.810228802,87.216038356,87.199942248,87.388687631,87.632693462,87.947019868,87.28999999999999
2025-W31,AZ Phoenix,AM,Production,86.07,64.43295352938192,54.8717931074864,73.99411395127744,86.598951507,86.291582943,86.724910536,86.226778123,85.824117277,85.361284576,84.805194805,86.60249999999999
2025-W32,AZ Phoenix,AM,Production,82.28,64.57065534548897,54.915069981542494,74.22624070943544,85.687083466,86.271518849,86.14967273,85.329896473,84.775803767,84.382313465,84.16856492,85.7575
2025-W33,AZ Phoenix,AM,Production,84.22,64.68359341593093,54.97969627225587,74.387490559606,85.701411835,86.058484349,86.131242135,85.650523386,85.584650494,85.752540883,86.069114471,85.75
2025-W34,AZ Phoenix,AM,Production,85.08,64.86687569247009,55.02294501686129,74.71080636807889,84.272497897,85.088757396,85.226406816,84.176894527,83.512074725,82.925098834,82.275931521,84.3325
2025-W35,AZ Phoenix,AM,Production,84.39,65.03366545654671,55.107666900471926,74.9596640126215,84.149623251,84.792978439,85.011927876,84.195040445,83.932139591,83.949717653,84.221980413,84.185
2025-W36,AZ Phoenix,AM,Production,83.52,65.19608578543087,55.21035901179318,75.18181255906855,84.370825541,84.399925802,85.026694446,84.548218311,84.614478732,84.851150402,85.082872928,84.4125
2025-W37,AZ Phoenix,AM,Production,86.57,65.3992438911585,55.377803669566134,75.42068411275088,83.952611739,84.342152954,84.896662148,84.486436301,84.482347441,84.485235151,84.392419175,83.99249999999999
2025-W38,AZ Phoenix,AM,Production,83.84,65.31403333165902,55.2470531887038,75.38101347461424,84.306670357,84.237165582,84.617124254,84.10323438,83.908263973,83.714507733,83.520179372,84.30250000000001
2025-W39,AZ Phoenix,AM,Production,85.66,65.4428990435388,55.352418340066436,75.53337974701117,84.873239437,84.291468327,84.998770384,85.058848591,85.472587896,85.975415714,86.565420561,84.88999999999999
2025-W40,AZ Phoenix,AM,Production,79.31,65.59661223441594,55.43911354026339,75.7541109285685,84.569138277,84.596577017,84.773406243,84.584526116,84.506754957,84.276766486,83.844339623,84.58
2025-W11,AZ Phoenix,AM,Quality,88.89,78.04195423465372,65.31650936880955,90.76739910049788,89.189189189,87.918215613,85.770099007,86.892361513,87.154332062,87.720573794,88.888888889,88.335
2025-W12,AZ Phoenix,AM,Quality,88.0,78.14609114060313,65.59847636574281,90.69370591546345,84.347826087,88.059701493,85.398765477,85.672683935,85.215040545,84.729324573,84.0,83.7675
2025-W13,AZ Phoenix,AM,Quality,88.0,77.82250679124256,65.38563702861836,90.25937655386676,85.964912281,88.157894737,86.11807942,86.992303616,87.431958646,88.053580909,88.888888889,85.99000000000001
2025-W14,AZ Phoenix,AM,Quality,88.0,77.57067564356818,65.3008838121061,89.84046747503027,87.43718593,85.845588235,86.506681384,87.403993177,87.77492781,88.010638982,88.0,87.445
2025-W15,AZ Phoenix,AM,Quality,89.0,77.33117683320862,65.24510340803774,89.4172502583795,87.218045113,86.644407346,86.813051045,87.645425827,87.910309704,88.002124735,88.0,87.2225
2025-W16,AZ Phoenix,AM,Quality,79.59,77.14446798471154,65.25895155339795,89.02998441602513,88.220551378,87.62541806,87.055315669,87.788331556,87.96417777,88.000424825,88.0,88.2225
2025-W17,AZ Phoenix,AM,Quality,87.36,76.94567551472274,65.26260146977404,88.62874955967143,88.25,87.646076795,87.450615899,88.275198556,88.585919897,88.800096466,89.0,88.25
2025-W18,AZ Phoenix,AM,Quality,86.36,77.93216428238351,66.17933408266204,89.68499448210498,86.180904523,86.934673367,85.88385127,84.834467925,83.232298646,81.463412794,79.591836735,86.14750000000001
2025-W19,AZ Phoenix,AM,Quality,81.82,77.94318008229904,66.39920527160838,89.4871548929897,85.974025974,86.666666667,86.150598305,85.766530174,85.579540672,86.057350225,87.356321839,85.98750000000001
2025-W20,AZ Phoenix,AM,Quality,85.71,78.18827260258203,66.8181436184739,89.55840158669017,85.522788204,86.387434555,86.190300524,85.995749569,86.042188595,86.301668424,86.363636364,85.5775
2025-W21,AZ Phoenix,AM,Quality,82.42,78.88820646387258,67.49045453688319,90.28595839086196,83.656509695,85.383244207,85.364237555,84.365780064,83.524782047,82.716964691,81.818181818,83.7825
2025-W22,AZ Phoenix,AM,Quality,90.11,79.12682328130983,67.85314351506196,90.40050304755769,85.30259366,84.95412844,85.428634336,84.882248726,84.810359632,85.091913446,85.714285714,85.3125
2025-W23,AZ Phoenix,AM,Quality,83.33,79.61185502278998,68.31457442719994,90.90913561838002,84.045584046,83.768656716,84.828121098,83.874658029,83.341359397,82.922942222,82.417582418,84.07749999999999
2025-W24,AZ Phoenix,AM,Quality,87.36,79.5825267758255,68.42168013226065,90.74337341939035,85.028248588,85.633270321,85.882091949,86.401438067,87.439676709,88.688186458,90.10989011,85.015
2025-W25,AZ Phoenix,AM,Quality,82.22,79.73898069958501,68.6406446242738,90.83731677489622,85.393258427,84.962406015,85.377745672,85.172744644,84.977774852,84.411454745,83.333333333,85.3925
2025-W26,AZ Phoenix,AM,Quality,90.22,79.70454001939673,68.72095439732718,90.68812564146629,85.793871866,85.122410546,85.759542115,86.029086033,86.385042066,86.750408577,87.356321839,85.805
2025-W27,AZ Phoenix,AM,Quality,85.87,79.85590153562084,68.92689846152773,90.78490460971396,85.754189944,85.178236398,85.05315609,84.493401925,83.867521546,83.108680505,82.222222222,85.755
2025-W28,AZ Phoenix,AM,Quality,81.52,79.85590153562075,68.9268984615278,90.78490460971369,85.793871866,85.95194085,86.103007614,86.824939133,87.722850158,88.826400294,90.217391304,85.7825
2025-W29,AZ Phoenix,AM,Quality,85.71,79.85590153562072,68.92689846152776,90.78490460971368,86.426592798,86.531365314,86.055706221,86.438619925,86.60561583,86.458385092,85.869565217,86.4175
2025-W30,AZ Phoenix,AM,Quality,103.3,80.06111291149476,69.20916693124839,90.91305889174113,84.972677596,85.082872928,85.139414429,84.459047994,83.549530845,82.508218528,81.52173913,84.9575
2025-W31,AZ Phoenix,AM,Quality,91.21,80.04148316150952,69.3055965450428,90.77736977797623,85.83106267,85.477941176,85.254341888,84.959808487,84.843681405,85.067558681,85.714285714,85.83
2025-W32,AZ Phoenix,AM,Quality,87.78,79.25695007889689,67.89171118315276,90.62218897464102,89.071038251,88.138686131,88.861639065,92.282856258,95.899425896,99.644593702,103.296703297,89.1
2025-W33,AZ Phoenix,AM,Quality,94.32,79.24606469654344,67.99510184231558,90.4970275507713,90.410958904,89.617486339,89.330947189,91.853642047,93.086680324,92.896533202,91.208791209,90.43499999999999
2025-W34,AZ Phoenix,AM,Quality,95.56,79.43391818773111,68.22746131366254,90.64037506179967,92.011019284,89.213893967,89.023114489,90.235029231,89.916175414,88.810679737,87.777777778,92.0
2025-W35,AZ Phoenix,AM,Quality,93.48,79.39128363426053,68.28303022530959,90.49953704321148,94.166666667,90.607734807,90.055666719,91.839278304,92.528628477,93.194745447,94.318181818,94.1525
2025-W36,AZ Phoenix,AM,Quality,94.25,79.35820109594499,68.34330650415683,90.37309568773316,92.200557103,92.975970425,91.153155113,93.329849206,94.353149425,95.089962298,95.555555556,92.2175
2025-W37,AZ Phoenix,AM,Quality,84.09,79.40629275195867,68.47630578673721,90.33627971718013,92.777777778,94.280442804,91.625553308,93.390096019,93.822651567,93.794088156,93.47826087,92.785
2025-W38,AZ Phoenix,AM,Quality,85.88,79.49576192708564,68.63063716988546,90.36088668428582,94.397759104,92.750929368,92.134346198,93.726726468,94.076083224,94.157327426,94.252873563,94.4025
2025-W39,AZ Phoenix,AM,Quality,84.09,79.69174811736613,68.55407529614615,90.82942093858611,91.8767507,91.588785047,90.552275689,89.903465663,88.101652342,86.102499826,84.090909091,91.845
2025-W40,AZ Phoenix,AM,Quality,89.83,79.85630440702896,68.62707398528786,91.08553482877005,89.488636364,91.320754717,89.656083224,88.336122394,86.790104467,85.927609229,85.882352941,89.425
2025-W11,AZ Phoenix,AM,Shipping,87.5,88.79989228100239,76.1805464586427,101.41923810336208,89.393939394,89.033457249,85.671113498,86.899193258,86.572405245,86.160957198,85.858585859,88.075
2025-W12,AZ Phoenix,AM,Shipping,91.03,88.43651436358115,75.83006074130341,101.0429679858589,86.581469649,90.039840637,86.735234033,88.806315444,89.737574051,90.937088659,92.647058824,85.65
2025-W13,AZ Phoenix,AM,Shipping,85.0,88.34374573104772,75.92795700322604,100.7595344588694,88.217522659,89.61038961,86.851596786,88.359155088,88.505204633,88.269742948,87.5,88.5025
2025-W14,AZ Phoenix,AM,Shipping,84.0,87.82574334754561,75.4598918601797,100.19159483491153,88.996763754,87.472527473,87.637063086,89.452780842,90.084512868,90.544601107,91.025641026,89.25999999999999
2025-W15,AZ Phoenix,AM,Shipping,84.0,87.79846295880687,75.64280729634176,99.95411862127197,88.709677419,88.015717092,87.026065601,87.373092531,86.690140787,85.881305318,85.0,89.045
2025-W16,AZ Phoenix,AM,Shipping,93.75,87.71869191048488,75.77509756533792,99.66228625563184,86.549707602,87.229862475,86.346478054,85.896676135,85.007929909,84.361424019,84.0,86.8825
2025-W17,AZ Phoenix,AM,Shipping,88.76,87.5584442689055,75.82272809157703,99.29416044623397,85.714285714,86.862745098,85.832151941,85.096657219,84.393214024,84.071719185,84.0,86.0075
2025-W18,AZ Phoenix,AM,Shipping,90.2,86.34657481101293,74.4027721916231,98.29037743040276,86.616161616,87.360594796,87.481062994,88.583457465,89.952157692,91.753453919,93.75,86.6875
2025-W19,AZ Phoenix,AM,Shipping,84.62,86.06125989173002,74.30639456458927,97.81612521887077,87.532467532,87.56660746,87.73049414,88.652749968,89.263888415,89.402920839,88.764044944,87.6275
2025-W20,AZ Phoenix,AM,Shipping,83.33,85.82866151930051,74.25346004205785,97.40386299654317,88.988095238,87.313432836,88.031876663,89.066643573,89.686654558,89.95224335,90.196078431,89.17750000000001
2025-W21,AZ Phoenix,AM,Shipping,89.61,86.30562696230717,74.81533453134345,97.79591939327089,90.181818182,87.578947368,87.674446708,87.932760612,87.331619099,86.078304187,84.615384615,89.33250000000001
2025-W22,AZ Phoenix,AM,Shipping,88.31,86.817531896925,75.33573555826193,98.29932823558808,87.684729064,88.220551378,87.351111406,86.980012131,85.665453218,84.182252642,83.333333333,86.7275
2025-W23,AZ Phoenix,AM,Shipping,74.12,86.7400750013213,75.40232101632684,98.07782898631577,87.958115183,89.627659574,87.87074943,88.36237553,88.701929287,89.161061524,89.61038961,86.94
2025-W24,AZ Phoenix,AM,Shipping,83.91,86.78812797691386,75.58597843973943,97.99027751408828,87.557603687,88.235294118,87.969212104,88.338708572,88.445136555,88.463739184,88.311688312,86.4675
2025-W25,AZ Phoenix,AM,Shipping,86.9,87.3738754515625,75.51106185803457,99.23668904509043,83.650190114,84.702549575,84.706490764,81.767265918,79.205517149,76.711216471,74.117647059,83.8425
2025-W26,AZ Phoenix,AM,Shipping,86.67,87.47110429718329,75.7134541216142,99.22875447275237,83.742331288,83.804627249,84.52159049,82.710925851,82.133609515,82.522027713,83.908045977,83.9875
2025-W27,AZ Phoenix,AM,Shipping,79.25,87.4638760974262,75.82739321548331,99.10035897936908,83.183183183,84.331797235,85.042163772,84.45127408,84.998573511,86.009934496,86.904761905,83.31
2025-W28,AZ Phoenix,AM,Shipping,88.71,87.46387609742607,75.82739321548337,99.10035897936876,82.779456193,84.742268041,85.36057728,85.297048976,85.953912621,86.522418943,86.666666667,82.9
2025-W29,AZ Phoenix,AM,Shipping,84.34,87.46387609742614,75.82739321548344,99.10035897936883,84.615384615,83.297180043,84.458043645,83.419943702,82.579934266,81.182105244,79.245283019,84.1825
