week_number,work_location,shift_time,department_group,actual_attendance,greykite_forecast,greykite_forecast_lower_95,greykite_forecast_upper_95,four_week_rolling_avg,six_week_rolling_avg,exponential_smoothing_alpha_2,exponential_smoothing_alpha_4,exponential_smoothing_alpha_6,exponential_smoothing_alpha_8,exponential_smoothing_alpha_1,four_week_rolling_avg_shift2
2025-W23,AZ Phoenix,PM,Shipping,95.16,96.25651775902362,83.21609736760675,109.2969381504405,92.771084337,92.167101828,92.660151483,92.973306433,93.716833337,94.636662853,95.588235294,92.58250000000001
2025-W24,AZ Phoenix,PM,Shipping,95.0,96.55357752919467,83.6016305863764,109.50552447201294,89.87854251,92.328042328,91.269201661,90.059971412,88.91668606,87.538828584,85.714285714,89.78
2025-W25,AZ Phoenix,PM,Shipping,76.92,96.71760294056493,83.85049820318254,109.58470767794732,91.701244813,91.978609626,92.038491842,92.085023743,92.638998334,93.610247533,95.161290323,91.50999999999999
2025-W26,AZ Phoenix,PM,Shipping,96.49,96.72938464194425,83.99821937299491,109.46054991089359,92.885375494,91.598915989,92.609949563,93.222866326,94.033224316,94.713695934,95.0,92.865
2025-W27,AZ Phoenix,PM,Shipping,84.62,97.28456215505778,84.01888291874235,110.55024139137322,88.0,89.617486339,89.360120926,86.484263951,83.505590629,80.279306947,76.923076923,88.1975
2025-W28,AZ Phoenix,PM,Shipping,86.05,97.28456215505761,84.01888291874239,110.55024139137284,90.573770492,90.666666667,90.679825109,90.25334413,90.962828136,92.933993248,96.49122807,90.8925
2025-W29,AZ Phoenix,PM,Shipping,90.48,97.28456215505764,84.0188829187424,110.55024139137288,88.034188034,88.857938719,89.623028182,88.200327366,87.363511766,86.439426447,84.615384615,88.25750000000001
2025-W30,AZ Phoenix,PM,Shipping,72.34,97.49604713536453,84.33874495453034,110.65334931619873,85.714285714,89.085545723,89.07713476,87.480608493,86.652790937,86.139443054,86.046511628,86.02000000000001
2025-W31,AZ Phoenix,PM,Shipping,84.85,97.40047777627446,84.37581718593616,110.42513836661276,89.76744186,88.235294118,89.382777427,88.826615376,89.19171781,89.818404855,90.476190476,89.41
2025-W32,AZ Phoenix,PM,Shipping,81.58,98.24205605954064,84.64503519457872,111.83907692450256,83.902439024,84.709480122,86.498425772,82.917367127,79.868347493,76.537445132,72.340425532,83.3725
2025-W33,AZ Phoenix,PM,Shipping,84.38,98.34821582582687,84.87520123955868,111.82123041209506,84.01826484,86.280487805,86.120526469,83.798332759,83.15590916,83.536611278,84.848484848,83.42999999999999
2025-W34,AZ Phoenix,PM,Shipping,95.92,98.61101373763496,85.16349310207646,112.05853437319347,83.177570093,83.818770227,85.477840648,83.122585681,82.387565301,82.150631636,81.578947368,82.3125
2025-W35,AZ Phoenix,PM,Shipping,90.0,98.7535176100802,85.3839394485863,112.12309577157409,80.87431694,83.737024221,85.334860326,83.497549407,83.393913351,83.816247243,84.375,80.7875
2025-W36,AZ Phoenix,PM,Shipping,78.05,98.5987521442589,85.2594288454772,111.93807544304059,87.027027027,85.423728814,87.439033021,88.877387355,91.656016723,94.120941676,95.918367347,86.6825
2025-W37,AZ Phoenix,PM,Shipping,90.63,98.75046661905792,85.43910416869944,112.06182906941639,88.75739645,85.106382979,87.957097062,89.353563441,90.617259962,90.771094213,90.0,87.97
2025-W38,AZ Phoenix,PM,Shipping,90.38,98.89022606781613,85.63482357441592,112.14562856121634,87.790697674,86.231884058,86.255447431,85.20508362,83.547073364,80.985043953,78.048780488,87.0875
2025-W39,AZ Phoenix,PM,Shipping,89.47,98.9369600551935,85.77371061328381,112.10020949710318,89.215686275,87.591240876,87.352175801,87.852253417,88.409860794,89.248559654,90.625,88.65
2025-W40,AZ Phoenix,PM,Shipping,88.89,99.0031734154375,85.92227258077975,112.08407425009526,87.922705314,88.888888889,87.968165313,88.860377632,89.560269413,90.131169343,90.384615385,87.26499999999999
2025-W11,AZ Phoenix,PM,Warehouse,84.44,89.64921141720458,75.11613627500081,104.18228655940835,95.098039216,92.771084337,89.379532071,93.673513093,95.663056653,97.16421182,98.876404494,93.5
2025-W12,AZ Phoenix,PM,Warehouse,91.67,89.978614807598,75.53799257313997,104.41923704205604,90.819672131,93.388429752,89.078715695,91.350774271,91.016813241,89.781559651,87.804878049,89.5475
2025-W13,AZ Phoenix,PM,Warehouse,92.68,90.28703643619353,76.0049017327962,104.56917113959086,90.340909091,91.841004184,88.116338821,88.450428025,86.950719238,85.446007472,84.444444444,90.30749999999999
2025-W14,AZ Phoenix,PM,Warehouse,91.67,89.73364747312627,75.53304093793571,103.93425400831683,90.724637681,89.770354906,88.808744877,89.721278275,89.736710422,90.368239813,91.666666667,90.6975
2025-W15,AZ Phoenix,PM,Warehouse,93.9,89.00210389948651,74.84162420863802,103.162583590335,89.053254438,90.926640927,89.553483766,90.880208523,91.476318928,92.206865372,92.682926829,89.14750000000001
2025-W16,AZ Phoenix,PM,Warehouse,86.3,88.34880442048951,74.30734014677306,102.39026869420597,90.0,91.193737769,89.970897088,91.195195717,91.59089555,91.773245847,91.666666667,90.11500000000001
2025-W17,AZ Phoenix,PM,Warehouse,94.29,87.47270162162214,73.48231903852395,101.46308420472032,92.469879518,90.277777778,90.734475965,92.263304071,92.966213796,93.469496562,93.902439024,92.48
2025-W18,AZ Phoenix,PM,Warehouse,95.65,87.59060226793261,73.85124671050337,101.32995782536184,91.277258567,90.101010101,89.946634139,90.061915703,89.168968997,87.878125308,86.301369863,91.1375
2025-W19,AZ Phoenix,PM,Warehouse,91.14,86.84090913774007,73.20620143924725,100.47561683623289,91.585760518,91.789473684,90.708619386,91.629421965,92.122936463,92.933868466,94.285714286,91.53999999999999
2025-W20,AZ Phoenix,PM,Warehouse,84.21,86.28265796788949,72.79001508621263,99.77530084956635,92.517006803,92.391304348,91.588008907,93.153082082,94.195416204,95.096142507,95.652173913,92.53500000000001
2025-W21,AZ Phoenix,PM,Warehouse,84.93,86.47942794454663,73.1801101177867,99.77874577130656,91.75257732,92.122538293,91.496943649,92.308205693,92.27924553,91.851726124,91.139240506,91.845
2025-W22,AZ Phoenix,PM,Warehouse,91.8,87.30281178269348,73.85383575814728,100.75178780723968,92.1875,91.484184915,90.704599014,90.270140404,88.810794642,86.78158601,84.210526316,91.32249999999999
2025-W23,AZ Phoenix,PM,Warehouse,95.45,88.14501303414546,74.44559274993607,101.84443331835486,89.575289575,89.800995025,89.509236797,87.887832778,86.197395537,85.182421225,84.931506849,88.98250000000002
2025-W24,AZ Phoenix,PM,Warehouse,95.08,88.31381943449135,74.75926544332044,101.86837342566226,88.446215139,90.769230769,89.917158942,89.388534931,89.474621167,90.367531145,91.803278689,88.02
2025-W25,AZ Phoenix,PM,Warehouse,98.21,88.28785159055018,74.87806737256919,101.69763580853116,89.495798319,90.932642487,90.990681158,91.867643791,93.137919631,94.483129647,95.454545455,89.0975
2025-W26,AZ Phoenix,PM,Warehouse,92.19,88.4892291407875,75.14406918690943,101.83438909466557,91.570881226,90.740740741,91.739348586,93.10943958,94.277137218,94.955596738,95.081967213,91.815
2025-W27,AZ Phoenix,PM,Warehouse,92.11,88.64708149457623,75.38698684177574,101.90717614737672,95.081967213,91.830985915,92.863050968,95.005928385,96.535277264,97.509173556,98.214285714,95.135
2025-W28,AZ Phoenix,PM,Warehouse,96.83,88.64708149457608,75.38698684177581,101.90717614737636,95.141700405,92.650918635,92.728840046,93.83798797,93.835192972,93.158992342,92.1875,95.2325
2025-W29,AZ Phoenix,PM,Warehouse,86.57,88.64708149457606,75.38698684177578,101.90717614737633,94.520547945,94.219653179,92.648709187,93.334078369,93.005407504,92.412760332,92.105263158,94.39750000000001
2025-W30,AZ Phoenix,PM,Warehouse,91.3,88.33440517308364,75.13717835068462,101.53163199548266,95.022624434,95.114942529,93.527065985,94.889624745,95.546988379,96.183134271,96.825396825,94.835
2025-W31,AZ Phoenix,PM,Warehouse,86.89,88.58920420293327,75.47278109934877,101.70562730651778,91.810344828,93.40974212,92.006434772,91.217294988,89.810204948,88.301802969,86.567164179,91.925
2025-W32,AZ Phoenix,PM,Warehouse,92.86,88.52584792194236,75.5422187618837,101.50947708200101,91.561181435,92.717086835,91.852314647,91.254812203,90.739413243,90.729188693,91.304347826,91.7025
2025-W33,AZ Phoenix,PM,Warehouse,97.22,88.67923567857886,75.79814548758037,101.56032586957735,90.384615385,90.883977901,90.882621783,89.557755327,88.5084015,87.725718091,86.885245902,90.3975
2025-W34,AZ Phoenix,PM,Warehouse,86.21,88.57072910931615,75.79508866722637,101.34636955140593,89.328063241,90.960451977,91.244008901,90.787580756,90.989547389,91.738339986,92.857142857,89.405
2025-W35,AZ Phoenix,PM,Warehouse,93.1,88.38505405205466,75.6452430142547,101.12486508985461,91.441441441,91.477272727,92.010514655,92.623974268,93.970863736,95.661408326,97.222222222,92.0675
2025-W36,AZ Phoenix,PM,Warehouse,88.52,88.57279305855383,75.81008033274443,101.33550578436322,90.047393365,89.625360231,90.819481405,89.839897704,88.859762841,87.604914721,86.206896552,90.79499999999999
2025-W37,AZ Phoenix,PM,Warehouse,85.29,88.61938905138179,75.958791207828,101.27998689493558,91.826923077,90.828402367,91.285767689,91.209438258,91.499501022,92.058231006,93.103448276,92.3475
2025-W38,AZ Phoenix,PM,Warehouse,79.03,88.77902289489354,76.14699145110983,101.41105433867726,90.610328638,90.303030303,90.701496535,90.071528015,89.653359931,89.196511657,88.524590164,91.26249999999999
2025-W39,AZ Phoenix,PM,Warehouse,95.65,88.94287808393291,76.19554826937146,101.69020789849436,88.163265306,89.910979228,89.470165834,87.966888169,86.891226777,86.001852807,85.294117647,88.28
2025-W40,AZ Phoenix,PM,Warehouse,88.89,89.2378693062021,76.08804013073969,102.38769848166451,86.345381526,87.463556851,87.319430099,84.384105368,82.247485183,80.505110467,79.032258065,86.48499999999999
2024-W01,CO Aurora,AM,Production,83.28,75.87556270219412,67.33582250197104,84.4153029024172,86.93498452,87.086228034,86.514065537,86.984852793,87.251909831,87.517944208,88.038277512,87.05749999999999
2024-W02,CO Aurora,AM,Production,80.77,75.90122454108521,67.42550051237825,84.37694856979218,87.054263566,87.109187109,86.447672314,86.749750706,86.667342222,86.116635638,84.482758621,86.6375
2024-W03,CO Aurora,AM,Production,87.38,75.90245160672,67.4528037138368,84.35209949960321,85.81884721,86.30831643,85.896149444,85.19875816,84.188658109,83.497665976,83.277591973,85.58250000000001
2024-W04,CO Aurora,AM,Production,85.89,75.81000608590116,67.32341199475268,84.29660017704965,83.299389002,85.187032419,84.705234144,82.945034285,81.734242306,81.137079581,80.769230769,84.1425
2024-W05,CO Aurora,AM,Production,89.58,75.88376694328575,67.43415878184136,84.33337510473014,84.161490683,85.177865613,85.412117132,85.215693337,85.626544727,86.396549568,87.378640777,83.97749999999999
2024-W06,CO Aurora,AM,Production,81.02,75.79970206712439,67.41152299082184,84.18788114342694,84.637850467,84.992420414,85.525519249,85.516092432,85.790500898,85.994160273,85.892116183,84.33
2024-W07,CO Aurora,AM,Production,87.41,75.94467462915685,67.60360242321951,84.28574683509419,86.172967374,85.751748252,86.501169811,87.314462739,88.151743544,88.89786983,89.575289575,85.905
2024-W08,CO Aurora,AM,Production,88.93,75.6179237905579,67.22146863161616,84.01437894949963,85.795724466,84.787234043,85.100503915,84.437601488,83.586672224,82.419823096,81.016949153,85.9675
2024-W09,CO Aurora,AM,Production,89.09,75.64602498632857,67.2902094921486,84.00184048050853,85.846438483,85.418687359,85.646976778,85.701002164,85.91268718,86.410942888,87.412587413,85.975
2024-W10,CO Aurora,AM,Production,90.93,75.64786252385737,67.3204071853861,83.97531786232864,86.569872958,86.597938144,86.346544091,86.971637577,87.669528195,88.390622996,88.93129771,86.73500000000001
2024-W11,CO Aurora,AM,Production,91.98,75.64539443897618,67.36441304211534,83.92637583583702,86.503340757,86.902927581,86.952894772,87.842479192,88.532005777,88.953345813,89.08765653,86.6125
2024-W12,CO Aurora,AM,Production,89.46,75.63991079174228,67.4054107413153,83.87441084216927,89.093357271,87.739808153,87.830082898,89.115024773,89.989672905,90.541199039,90.92495637,89.09
2024-W13,CO Aurora,AM,Production,87.07,75.6261805183179,67.44014039100497,83.81222064563082,90.229357798,88.120885697,88.667496268,90.223327179,91.150903496,91.676446283,91.984732824,90.23250000000002
2024-W14,CO Aurora,AM,Production,87.1,75.74467683314657,67.58948353085411,83.89987013543903,90.406976744,89.620253165,88.797597204,89.968744888,90.253150035,90.006285688,89.460784314,90.365
2024-W15,CO Aurora,AM,Production,91.03,76.00469435859667,67.82868167555256,84.18070704164077,89.95,89.620499513,88.453639196,88.800792301,88.289516211,87.597488509,87.070707071,89.86
2024-W16,CO Aurora,AM,Production,89.24,76.25282906439222,68.06668442567116,84.43897370311328,88.917659244,89.324191969,88.180530635,88.111318492,87.564678621,87.198650666,87.103174603,88.9025
2024-W17,CO Aurora,AM,Production,91.39,76.28346101786973,68.1479313047231,84.41899073101635,88.586666667,89.636608345,88.721413075,89.23612455,89.594521027,90.21929604,91.025641026,88.66499999999999
2024-W18,CO Aurora,AM,Production,89.98,76.37738085772048,68.27621866613967,84.4785430493013,88.574317492,89.312714777,88.827589019,89.236399353,89.374328444,89.42185095,89.236790607,88.61
2024-W19,CO Aurora,AM,Production,88.97,76.38011574904043,68.3246071329455,84.43562436513535,89.649923896,89.178844816,89.334052569,90.091420413,90.575840076,90.989060228,91.393442623,89.69
2024-W20,CO Aurora,AM,Production,85.68,76.41842714075709,68.39910439983557,84.43774988167861,90.388548057,89.272419628,89.462008552,90.046860898,90.218954739,90.182156316,89.979550102,90.41
2024-W21,CO Aurora,AM,Production,88.48,76.46517936511843,68.46653956516705,84.46381916506981,89.911596464,89.602763385,89.372336362,89.645373531,89.503232887,89.232606398,88.965517241,89.895
2024-W22,CO Aurora,AM,Production,86.14,76.54155955129848,68.48225572740616,84.6008633751908,89.042553191,89.401888772,88.651497601,88.062031369,87.18997307,86.366442558,85.683760684,89.005
2024-W23,CO Aurora,AM,Production,88.02,76.61290661964301,68.58595966190427,84.63985357738176,88.282937365,88.986320589,88.617956068,88.226721928,87.960510304,88.053273767,88.47826087,88.2775
2024-W24,CO Aurora,AM,Production,91.91,76.76083633464454,68.72408916866584,84.79758350062323,87.281659389,88.465646137,88.127666149,87.388064844,86.861566415,86.517810113,86.140724947,87.3175
2024-W25,CO Aurora,AM,Production,89.86,76.81596607721085,68.75731687763087,84.87461527679082,87.068965517,87.877697842,88.106178008,87.637328167,87.550890128,87.713159887,88.017429194,87.08000000000001
2024-W26,CO Aurora,AM,Production,91.26,76.81596607721085,68.75731687763086,84.87461527679083,88.597926896,88.157894737,88.83305994,89.304691395,90.127530378,91.047243002,91.91011236,88.6375
2024-W27,CO Aurora,AM,Production,85.78,76.81596607721102,68.75731687763103,84.874615276791,88.937809576,88.306010929,89.031636461,89.525143371,89.971019182,90.103098525,89.864864865,88.9825
2024-W28,CO Aurora,AM,Production,86.79,76.6329107338877,68.47461752561688,84.79120394215852,90.245261984,89.239809034,89.464469768,90.212441001,90.741020361,91.025589354,91.255605381,90.2625
2024-W29,CO Aurora,AM,Production,86.59,76.61058467804878,68.48892579644955,84.73224355964801,89.755264656,88.826815642,88.775422574,88.506177667,87.832955791,86.87743181,85.781990521,89.70249999999999
2024-W30,CO Aurora,AM,Production,93.35,76.75717584321951,68.58467150381348,84.92968018262555,88.51590106,89.008455035,88.425089329,87.870419476,87.234126114,86.807024859,86.787564767,88.4225
2024-W31,CO Aurora,AM,Production,90.11,76.85900393400597,68.6743440853743,85.04366378263764,87.949101796,89.123595506,88.342841959,87.72160083,87.082796575,86.706347587,86.585365854,87.605
2024-W32,CO Aurora,AM,Production,89.02,76.79667004339635,68.6274177105633,84.9659223762294,88.446526151,89.313680332,89.396435999,90.419243215,91.692565815,92.788699002,93.350383632,88.1275
2024-W33,CO Aurora,AM,Production,87.98,76.78867766315958,68.65767521578672,84.91968011053243,89.88005997,89.373297003,89.568070822,90.264614307,90.596117387,90.514282314,90.105263158,89.21000000000001
2024-W34,CO Aurora,AM,Production,88.35,76.79454014067836,68.70129502019849,84.88778526115824,90.49012436,88.91954023,89.452888785,89.742542062,89.64551575,89.336532778,89.021479714,89.7675
2024-W35,CO Aurora,AM,Production,92.29,76.81898689775223,68.75782317333265,84.8801506221718,89.966367713,89.298401421,89.100206651,88.939416462,88.572779155,88.214736773,87.975951904,90.115
2024-W36,CO Aurora,AM,Production,80.86,76.84678376855085,68.81585115104083,84.87771638606087,88.847184987,89.520958084,88.934469498,88.692281168,88.4368923,88.32036858,88.347457627,88.86500000000001
2024-W37,CO Aurora,AM,Production,89.9,76.75248399622511,68.74914442914624,84.75582356330398,89.307479224,90.041183077,89.588084444,90.05754528,90.632714419,91.406988266,92.289156627,89.41
2024-W38,CO Aurora,AM,Production,89.69,77.09415614583796,68.94274293889484,85.24556935278108,87.16036228,87.946589679,87.634662739,86.118373929,84.495516632,82.739357601,80.855397149,87.37
2024-W39,CO Aurora,AM,Production,88.19,77.13692943961534,68.99935567292619,85.2745032063045,87.679235263,87.932881114,88.140853643,87.719291648,87.833087175,88.530178427,89.900990099,87.85
2024-W40,CO Aurora,AM,Production,87.77,77.18951239801923,69.0493756404633,85.32964915557517,87.964989059,88.0314398,88.430756192,88.444015119,88.872657952,89.421316445,89.6882494,88.185
2024-W41,CO Aurora,AM,Production,90.89,77.25546485244998,69.07296536868148,85.43796433621847,87.090057262,88.06980057,88.377089253,88.334935505,88.441571345,88.405665463,88.188976378,87.16
2024-W42,CO Aurora,AM,Production,90.99,77.31133652788202,69.08265611373282,85.54001694203122,88.871308017,87.972876517,88.253565199,88.110882995,88.043517044,87.901589399,87.768240343,88.8875
2024-W43,CO Aurora,AM,Production,88.28,77.36223690155471,69.1645748542383,85.55989894887112,89.114194237,87.839721254,88.802374849,89.238805546,89.765890814,90.304052005,90.890269151,89.13499999999999
2024-W44,CO Aurora,AM,Production,90.86,77.36035625697268,69.19929119294602,85.52142132099934,89.42661757,89.550123982,89.224795384,89.910561389,90.478492051,90.844669797,90.990990991,89.46000000000001
2024-W45,CO Aurora,AM,Production,86.61,77.3572167260686,69.20807585835212,85.50635759378508,89.520624303,89.297535859,89.055636162,89.313651345,89.229958623,88.842637688,88.279301746,89.48249999999999
2024-W46,CO Aurora,AM,Production,89.62,77.36268997748166,69.15910800637506,85.56627194858827,90.294117647,89.454001496,89.365696939,89.872475818,90.156507331,90.423495308,90.860215054,90.255
2024-W47,CO Aurora,AM,Production,94.05,77.46385664631194,69.2674249504238,85.66028834220008,89.311010947,89.32853717,88.917510768,88.722075094,88.161590534,87.448012304,86.607142857,89.185
2024-W48,CO Aurora,AM,Production,93.14,77.43158471856624,69.26852486704655,85.59464457008593,88.823959094,89.677700348,89.012288736,89.001157951,88.918888647,89.07577655,89.615384615,88.8425
2024-W49,CO Aurora,AM,Production,89.17,77.29489690720087,68.98430902076092,85.60548479364081,90.386071158,90.120036934,89.956098383,91.092574934,92.196971046,93.235161346,94.050991501,90.285
2024-W50,CO Aurora,AM,Production,89.12,77.16136119884332,68.75123777082948,85.57148462685717,90.864600326,90.345172586,90.450404461,91.812203716,92.721885747,93.162841898,93.140794224,90.855
2024-W51,CO Aurora,AM,Production,91.48,77.19962974599181,68.81704420470948,85.58221528727415,91.52,90.551583248,90.191892674,90.668930893,90.433216339,89.834926233,89.166666667,91.495
2024-W52,CO Aurora,AM,Production,91.82,77.23615373574435,68.88043893025126,85.59186854123745,91.206395349,90.212981744,89.963901919,89.993619716,89.601282342,89.250151329,89.119170984,91.37
2025-W01,CO Aurora,AM,Production,90.18,77.23215171639859,68.90854454612274,85.55575888667444,90.545454545,91.046277666,90.259040307,90.584733377,90.709480679,91.005944194,91.477272727,90.7275
2025-W02,CO Aurora,AM,Production,82.9,77.2448716355499,68.94541433059116,85.54432894050863,90.270665691,91.337005508,90.504417018,91.001086793,91.299112095,91.618285927,91.821561338,90.3975
2025-W03,CO Aurora,AM,Production,94.47,77.2463113500392,68.97856964144255,85.51405305863587,90.616621984,90.717539863,90.479797697,90.845333216,90.900621903,90.740314025,90.178571429,90.64999999999999
2025-W04,CO Aurora,AM,Production,85.04,77.13468594757028,68.78857003732614,85.48080185781441,87.967479675,88.410931174,88.240516917,86.208348733,84.515771215,83.437142092,82.897384306,89.09500000000001
2025-W05,CO Aurora,AM,Production,85.53,77.16268759082945,68.80516380132568,85.52021138033322,89.450867052,89.72667295,89.941256714,90.316571255,91.182990001,92.544998497,94.466403162,89.8425
2025-W06,CO Aurora,AM,Production,89.02,77.11015057672782,68.76731366659499,85.45298748686065,87.485714286,88.570223534,88.470817057,87.625581023,87.01982933,86.253560846,85.039370079,88.14750000000001
2025-W07,CO Aurora,AM,Production,84.02,76.94107885732355,68.60755716780838,85.27460054683871,86.821015138,87.476208603,87.692944692,86.683737568,86.095909832,85.671389343,85.526315789,86.98500000000001
2025-W08,CO Aurora,AM,Production,86.34,76.9258326840992,68.62951194829883,85.22215341989958,88.186209925,87.352737353,87.987613861,87.601631458,87.769241445,88.268096665,89.015151515,88.515
2025-W09,CO Aurora,AM,Production,91.59,76.83971809971457,68.52876713432366,85.15066906510549,86.157760814,87.028301887,87.619270405,86.905982361,86.47627474,85.770946024,84.020618557,85.9025
2025-W10,CO Aurora,AM,Production,87.5,76.82365006970454,68.53666388348458,85.1106362559245,86.591276252,87.591727819,87.312077992,86.640084772,86.37920211,86.274678605,86.337760911,86.22749999999999
2025-W11,CO Aurora,AM,Production,89.8,76.83484791267381,68.57751440780613,85.09218141754148,88.409090909,87.112887113,88.274077167,88.769417941,89.656182192,90.584784407,91.585127202,87.7425
2025-W12,CO Aurora,AM,Production,93.01,76.8364841935565,68.5771244063695,85.0958439807435,87.965116279,87.640056022,88.110110896,88.253201068,88.361491752,88.132713819,87.5,87.3625
2025-W13,CO Aurora,AM,Production,90.0,76.8743764575057,68.63308384867057,85.11566906634084,88.78968254,88.495252009,88.464171894,88.8779284,89.22381592,89.462660865,89.795918367,88.8075
2025-W14,CO Aurora,AM,Production,86.82,76.87801068267802,68.66832026176779,85.08770110358826,90.406673618,89.124668435,89.313187011,90.411566423,91.373363395,92.219436788,93.006993007,90.475
2025-W15,CO Aurora,AM,Production,89.84,76.99967377062059,68.79947446528625,85.19987307595493,89.983397897,89.595782074,89.436031888,90.260948327,90.59083563,90.479764135,90.0,90.0775
2025-W16,CO Aurora,AM,Production,92.81,77.24624687090369,68.99879520972002,85.49369853208736,89.908256881,89.792198323,88.934554929,88.909266509,88.32235654,87.531536116,86.823529412,89.9075
2025-W17,CO Aurora,AM,Production,93.29,77.36880629335049,69.1333224410138,85.60429014568717,89.92294013,89.455909944,89.112091168,89.281244466,89.240012385,89.386702826,89.838337182,89.91749999999999
2025-W18,CO Aurora,AM,Production,90.91,77.3789766651297,69.17511521083085,85.58283811942854,89.850746269,90.362374711,89.818496856,90.660112696,91.354724011,92.104050834,92.805755396,89.8675
2025-W19,CO Aurora,AM,Production,91.17,77.37261284600096,69.19881925432558,85.54640643767634,90.517779164,90.871710526,90.3683763,91.55257058,92.398054173,93.004578575,93.292682927,90.69
2025-W20,CO Aurora,AM,Production,92.15,77.40756076135843,69.25585754058257,85.55926398213428,91.628812459,90.490278952,90.465502683,91.305005003,91.507180413,91.312666852,90.909090909,91.7125
2025-W21,CO Aurora,AM,Production,88.57,77.42733568704517,69.29894223678272,85.55572913730762,92.070175439,90.670170828,90.580534218,91.255536102,91.314612976,91.199338237,91.167192429,92.04499999999999
2025-W22,CO Aurora,AM,Production,90.75,77.43415147880869,69.33202796776334,85.53627498985404,91.859596714,91.640018273,90.856282777,91.597537199,91.809975971,91.95838667,92.145015106,91.88000000000001
2025-W23,CO Aurora,AM,Production,86.83,77.53463774207113,69.43585277526736,85.63342270887489,90.66862601,91.500474834,90.424564585,90.375248529,89.828170063,89.217348046,88.571428571,90.7
2025-W24,CO Aurora,AM,Production,91.25,77.5615138467313,69.48980964261845,85.63321805084415,90.620155039,91.115598183,90.478698214,90.511257604,90.346958385,90.402393999,90.753424658,90.66
2025-W25,CO Aurora,AM,Production,86.11,77.62126407794264,69.49256513403448,85.7499630218508,89.633173844,90.12409514,89.876082705,89.165599882,88.328827457,87.59029606,86.832740214,89.575
2025-W26,CO Aurora,AM,Production,83.78,77.60353893568578,69.49949122585298,85.70758664551857,89.415481833,90.177638454,90.153521723,90.056518624,90.191025597,90.622899759,91.253644315,89.35
2025-W27,CO Aurora,AM,Production,88.54,77.65465409543583,69.55496612390806,85.7543420669636,88.714733542,89.269289729,89.308650059,88.370313003,87.638818791,86.955341819,86.111111111,88.735
2025-W28,CO Aurora,AM,Production,84.87,77.61368531890511,69.5342802376479,85.69309040016232,86.999244142,87.837150127,88.216246563,86.525764881,85.33810046,84.434463787,83.775811209,86.9925
2025-W29,CO Aurora,AM,Production,92.52,77.29755712016885,69.0252755863583,85.56983865397939,87.389380531,87.817522032,88.275561354,87.294567168,87.19129691,87.657319695,88.535031847,87.42
2025-W30,CO Aurora,AM,Production,87.92,77.46285376967597,69.07624521984822,85.84946231950373,85.766423358,86.860581745,87.564179587,86.277170392,85.749194228,85.382985897,84.87394958,85.825
2025-W31,CO Aurora,AM,Production,91.21,77.47524237625065,69.11509726856322,85.83538748393808,87.454412837,87.849566056,88.600480243,88.866031965,89.88919613,91.129760302,92.520775623,87.42750000000001
2025-W32,CO Aurora,AM,Production,87.57,77.53817805854001,69.17408753830398,85.90226857877605,88.472622478,87.302347868,88.461317232,88.483158878,88.706202701,88.566924597,87.921348315,88.4625
2025-W33,CO Aurora,AM,Production,92.08,77.54338716189856,69.20563333891272,85.88114098488441,89.151599444,88.18747011,89.031534854,89.596627096,90.222228942,90.689115494,91.208791209,89.13
2025-W34,CO Aurora,AM,Production,87.17,77.5838731905533,69.25252921289346,85.91521716821315,89.825783972,88.793922127,88.737204749,88.789522718,88.642908564,88.206255088,87.570621469,89.805
2025-W35,CO Aurora,AM,Production,87.16,77.57357324549656,69.26692700561328,85.88021948537984,89.722222222,89.388322521,89.427053215,90.127462255,90.724426232,91.319975733,92.076502732,89.69500000000001
2025-W36,CO Aurora,AM,Production,90.17,77.6220303604901,69.31336844018757,85.93069228079263,89.495225102,89.738891434,88.948468473,88.902624104,88.548420571,87.970545083,87.172774869,89.5075
2025-W37,CO Aurora,AM,Production,91.81,77.74778813072008,69.44180196206344,86.05377429937673,88.555078684,88.904627007,88.643797547,88.295749239,87.796066898,87.357940955,87.162162162,88.49499999999999
2025-W38,CO Aurora,AM,Production,85.92,77.77656873393617,69.49771913073496,86.05541833713738,89.214285714,89.282341832,88.954973893,89.066212602,89.267087391,89.662774631,90.168539326,89.145
2025-W39,CO Aurora,AM,Production,87.61,77.79906168916168,69.53971572802983,86.05840765029352,89.121037464,89.373814042,89.532247107,90.177705796,90.808130625,91.385407669,91.807909605,89.0775
2025-W40,CO Aurora,AM,Production,93.8,77.89227220352528,69.5530297711061,86.23151463594446,88.847858198,89.105613701,88.812847795,88.478195361,87.882368968,87.024390978,85.91954023,88.76499999999999
2025-W11,CO Aurora,AM,Quality,95.0,87.30055771638399,73.55742864591362,101.04368678685437,99.248120301,95.37037037,90.669794398,94.787864838,94.861912991,93.784110203,92.5,98.4325
2025-W12,CO Aurora,AM,Quality,90.0,87.19907262376682,73.65091933813565,100.747225909398,95.683453237,98.591549296,92.086473998,95.927783086,96.480564155,96.767404772,97.5,94.8675
2025-W13,CO Aurora,AM,Quality,80.0,87.14873417945951,73.81114345569264,100.48632490322638,96.25,98.122065728,92.686332504,95.545592742,95.584296729,95.352477111,95.0,96.25
2025-W14,CO Aurora,AM,Quality,82.5,87.33217169512305,74.19471080874663,100.46963258149947,93.75,94.520547945,92.136487491,93.288097954,92.221820077,91.069887752,90.0,93.75
